Company,TypeName,OpSys,Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),HDD,Hybrid,SSD,Flash Storage,GpuProducer,Ram (GB),Weight (kg),Price_euros
HP,Notebook,Windows 10,1366,768,No,AMD,2.5,500,0,0,0,AMD,4,1.86,399.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,128,0,Nvidia,6,2.4,569.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.9,1072.0
Dell,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.2,443.99
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.0,339.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,128,0,Nvidia,16,4.0,1900.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,2.29,490.0
Lenovo,Notebook,Windows 7,1920,1080,No,Intel,2.5,0,1024,0,0,AMD,8,2.32,895.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,128,0,Nvidia,8,2.4,1229.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.3,0,0,128,0,Intel,4,1.8,833.01
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,0.9,0,0,512,0,Intel,8,1.2,729.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.4,1024,0,0,0,Intel,6,2.3,459.0
Acer,Notebook,Linux,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.4,289.0
Dell,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,2,2.2,379.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.6,1024,0,0,0,Nvidia,8,2.6,899.0
HP,Notebook,Windows 10,1920,1080,No,AMD,2.9,0,1024,0,0,AMD,6,2.04,549.99
Dell,Notebook,Linux,1366,768,No,Intel,2.7,1024,0,0,0,AMD,8,2.3,805.99
HP,Netbook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,2,1.17,209.0
Asus,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Nvidia,4,2.2,720.32
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,128,0,Intel,4,1.8,638.0
Lenovo,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,2.5,0,0,512,0,Intel,16,1.3,1499.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,64,Intel,2,1.5,229.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,AMD,6,2.19,764.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.2,369.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,0.9,0,0,512,0,Intel,8,1.2,729.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.4,1024,0,0,0,Intel,6,2.3,459.0
Acer,Notebook,Linux,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.4,289.0
Dell,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,2,2.2,379.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.6,1024,0,0,0,Nvidia,8,2.6,899.0
HP,Notebook,Windows 10,1920,1080,No,AMD,2.9,0,1024,0,0,AMD,6,2.04,549.99
Dell,Notebook,Linux,1366,768,No,Intel,2.7,1024,0,0,0,AMD,8,2.3,805.99
HP,Netbook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,2,1.17,209.0
Asus,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Nvidia,4,2.2,720.32
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,128,0,Intel,4,1.8,638.0
Lenovo,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,2.5,0,0,512,0,Intel,16,1.3,1499.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,64,Intel,2,1.5,229.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,AMD,6,2.19,764.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.2,369.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,0.9,0,0,512,0,Intel,8,1.2,729.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.4,1024,0,0,0,Intel,6,2.3,459.0
Acer,Notebook,Linux,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.4,289.0
Dell,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,2,2.2,379.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.6,1024,0,0,0,Nvidia,8,2.6,899.0
HP,Notebook,Windows 10,1920,1080,No,AMD,2.9,0,1024,0,0,AMD,6,2.04,549.99
Dell,Notebook,Linux,1366,768,No,Intel,2.7,1024,0,0,0,AMD,8,2.3,805.99
HP,Netbook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,2,1.17,209.0
Asus,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Nvidia,4,2.2,720.32
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,128,0,Intel,4,1.8,638.0
Lenovo,2 in 1 Convertible,Windows 10,3200,1800,Yes,Intel,2.5,0,0,512,0,Intel,16,1.3,1499.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,64,Intel,2,1.5,229.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,AMD,6,2.19,764.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.2,369.0
