Company,TypeName,Ram (GB),OpSys,Weight (kg),Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),MemoryType,CombinedMemoryCapacity (GB),GpuProducer,Price_euros
Lenovo,2 in 1 Convertible,4,Windows 10,1.8,1920,1080,Yes,Intel,2.5,SSD,128,Intel,638.0
Lenovo,2 in 1 Convertible,16,Windows 10,1.3,3200,1800,Yes,Intel,2.5,SSD,512,Intel,1499.0
Lenovo,Notebook,2,Windows 10,1.5,1366,768,No,Intel,1.6,Flash Storage,64,Intel,229.0
HP,Notebook,6,Windows 10,2.19,1366,768,No,Intel,2.5,HDD,1024,AMD,764.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,369.0
Asus,Ultrabook,8,Windows 10,1.2,1920,1080,No,Intel,0.9,SSD,512,Intel,729.0
Dell,Notebook,6,Windows 10,2.3,1366,768,No,Intel,2.4,HDD,1024,Intel,459.0
Acer,Notebook,4,Linux,2.4,1366,768,No,Intel,1.6,HDD,500,Intel,289.0
Dell,Notebook,2,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,379.0
Lenovo,Notebook,8,Windows 10,2.6,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,899.0
HP,Notebook,6,Windows 10,2.04,1920,1080,No,AMD,2.9,Hybrid,1024,AMD,549.99
Dell,Notebook,8,Linux,2.3,1366,768,No,Intel,2.7,HDD,1024,AMD,805.99
HP,Netbook,2,Windows 10,1.17,1366,768,No,Intel,1.6,Flash Storage,32,Intel,209.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,2.5,HDD,500,Nvidia,720.32
Lenovo,2 in 1 Convertible,4,Windows 10,1.8,1920,1080,Yes,Intel,2.5,SSD,128,Intel,638.0
Lenovo,2 in 1 Convertible,16,Windows 10,1.3,3200,1800,Yes,Intel,2.5,SSD,512,Intel,1499.0
Lenovo,Notebook,2,Windows 10,1.5,1366,768,No,Intel,1.6,Flash Storage,64,Intel,229.0
HP,Notebook,6,Windows 10,2.19,1366,768,No,Intel,2.5,HDD,1024,AMD,764.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,369.0
Asus,Ultrabook,8,Windows 10,1.2,1920,1080,No,Intel,0.9,SSD,512,Intel,729.0
Dell,Notebook,6,Windows 10,2.3,1366,768,No,Intel,2.4,HDD,1024,Intel,459.0
Acer,Notebook,4,Linux,2.4,1366,768,No,Intel,1.6,HDD,500,Intel,289.0
Dell,Notebook,2,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,379.0
Lenovo,Notebook,8,Windows 10,2.6,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,899.0
HP,Notebook,6,Windows 10,2.04,1920,1080,No,AMD,2.9,Hybrid,1024,AMD,549.99
Dell,Notebook,8,Linux,2.3,1366,768,No,Intel,2.7,HDD,1024,AMD,805.99
HP,Netbook,2,Windows 10,1.17,1366,768,No,Intel,1.6,Flash Storage,32,Intel,209.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,2.5,HDD,500,Nvidia,720.32
Lenovo,2 in 1 Convertible,4,Windows 10,1.8,1920,1080,Yes,Intel,2.5,SSD,128,Intel,638.0
Lenovo,2 in 1 Convertible,16,Windows 10,1.3,3200,1800,Yes,Intel,2.5,SSD,512,Intel,1499.0
Lenovo,Notebook,2,Windows 10,1.5,1366,768,No,Intel,1.6,Flash Storage,64,Intel,229.0
HP,Notebook,6,Windows 10,2.19,1366,768,No,Intel,2.5,HDD,1024,AMD,764.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,369.0
